videoId,title,description,publishedAt
-_Ab8j5pBe4,必見！！朝倉未来に打撃教わってみた！！,朝倉未来選手に打撃を教わってみたらすごいことになった！！ 戦闘能力が確実に上がったぜ！！！ さらに最後には朝倉未来VS武井壮のビッグマッチが！！！ ガッチリ見 ...,2020-07-18T10:00:25Z
VeIZoRx1Mpc,武井壮しらべ第９話,武井壮が４００mリレー世界記録に挑戦！！ 世界を獲る！！それが目標だ！！！,2020-08-06T03:00:14Z
8NjiFvj53Ts,武井壮しらべ第６話　♡ホテルバイト編,武井壮がアルバイト！！ ラブホに潜入してその裏側を大紹介！！ みんなが心地よくなるために武井壮が その裏側を調べます！！！,2020-07-31T10:00:12Z
lf_S-Dy3wVo,武井壮・パパになるの巻,武井壮しらべ第19話 武井壮がお父さんが忙しくて会えない男の子の一日代理パパに！ 子育てしたことのない武井壮が果たしてパパになれるのか！！ 強くて優しい男の子に ...,2020-09-04T09:00:11Z
I4b67WYZT4I,男の深夜ルーティン,深夜の武井壮 下半身の筋肉を鍛えつつ 脳と身体をコントロールしつつ 技術も鍛える男 心拍上がったままストライクを取り切る 男の深夜ルーティンをご覧ください ...,2020-07-09T16:00:13Z
jRx9hIC7DXQ,武井壮しらべ第二話,韓国カジノで世紀の大勝負！！！！ ウン千万円をもぎ取るビッグチャンス到来！！！ 男の勝負を観ろ！！！！！ ♦︎YouTubeでのコラボやYouTubeでのお仕事のご相談 ...,2020-07-09T11:30:12Z
Sqt_pdAL1cQ,サワヤンとフォールガイズで腹千切れた！！！,サワヤンゲームズとのコラボ動画！！ ウクライナのナイスガイサワとスーパーハンサムヤンが 百獣の王国で武井壮をフォールガイズで優勝に導く！！！！ 絶対に見ろ！,2020-09-24T09:00:11Z
ZfAxJ0KQX1k,武井壮しらべ第五話,新宿の伝説！ピンクの猛獣新宿タイガーを探せ！！！ ♦︎YouTubeでのコラボやYouTubeでのお仕事のご相談は zenkaiman@gmail.com YouTube担当スタッフ宛 まで ...,2020-07-16T13:00:12Z
mzVH-b2kyds,武井壮しらべ第三話,なんと武井壮が韓国でプチ整形！！！！ あそこをああしたらしい！！！ 武井壮が韓流スターのような顔に変身するのか！！！ お楽しみに！！ ♦︎YouTubeでのコラボ ...,2020-07-11T11:00:12Z
a1XFNQbWtJY,アニマル大戦争・猫編,武井壮に対する動物たちの逆襲がはじまった！！ 果てしない戦いに勝利するのは人間か！？動物か！！？ 映像制作協力はこの方達！！！ 【AC部】 ...,2020-07-21T16:00:12Z
CN_4tgdwYfI,最強の生物ムロフシがやってきた！！！,武井壮が唯一倒すことが出来ない生物 それがムロフシ！！！ その最強の生物がついに百獣の王国にやってきた！！！！ この世に語り続けられている数々の室伏伝説は ...,2020-08-11T11:00:14Z
-qsPUqFOxIs,アニマル大戦争・熊編,あの森の王者・熊が立ち上がった！！！ 武井壮の一方的な攻撃に対して熊は果たして どんな逆襲を見せるのか！！！！ まさかの知能戦に驚愕のラスト！！！！！ 心して ...,2020-07-24T09:00:12Z
PKEIWi28MiQ,武井壮しらべ第７話・世界マスターズ陸上への道,武井壮二度目のマスターズ陸上挑戦に向けた トレーニングに密着 仕事以外にどんな時間の使い方をして その走りを磨くのか 1日1時間の奮闘をご覧ください.,2020-08-03T03:00:11Z
N8bzJLwuEuw,最強戦闘術！坂口拓がやってきた！,ウェイブマスター坂口拓が武井壮にウェイブを伝授！ 武井壮が本格アクションシーンにチャレンジ！ キングダムやGANTZ、RE:BORNなどで実力を見せつける アクション ...,2020-08-19T11:00:14Z
pGOdS5wjMt4,武井壮しらべ・第11話　武井壮の休日IN沖縄編,今は行けなくなってしまった沖縄だけど いつかまたコロナウイルスを倒してみんなで 楽しく沖縄いけるといいね！ いろんな人と会っていろんな人と遊んだぜ！ のんびり見て ...,2020-08-09T09:45:12Z
1V0fabD7pkg,武井壮しらべ・第18話　デコトラ！SM嬢の七つ道具編,武井壮がデコトラドライバー宮内兄弟やSM嬢のお仕事現場に 潜入してその必須のお仕事道具に迫りつつ体験します！！！ とんでも無いことが！！！！ お楽しみに！！！,2020-09-03T10:00:11Z
NTP56tBO_1s,プロ野球２０勝投手・斉藤和巳がやってきた！,ホークスを支えた大エースであり沢村賞投手、投手五冠、シーズン２０勝、１５連勝二度を誇る・斉藤和巳が百獣の王国にやってきた！！！ 彼がどのようにして投球をしていた ...,2020-08-29T11:00:08Z
kLUyXs4YTLk,武井壮しらべ第13話・世界の怪談編,世界各国から 最恐の怪談を集めたぜ！！ 世界でもっとも怖い怪談はどれなのか！ ヒンヤリする怪談が暑い夏にはぴったりだな！！！,2020-08-15T14:00:13Z
Fig6lW_ZBQE,武井壮しらべ第８話・ネギでホームランは打てるのか！？,武井壮がバットを買ってもらえない男の子のために 体を張って『家庭にあるものでホームランは打てるのか！？』 を検証したぜ！！！！ 果たしてネギでホームランは打てる ...,2020-08-01T13:45:11Z
-nO38DAw7AY,AYA＆武井壮の地上最強のモーニングルーティン！,今話題の有名クロスフィットトレーナーAYAと 武井壮のモーニングルーティンはやはり最強だった！！ 常識を超えた朝のひとときをぜひ覗いて見てください AYAのYOUTUBE ...,2020-09-05T10:00:10Z
mFNdswsp-cs,那須川天心が武井壮を壮絶KO！？,那須川天心が百獣の王国にやってきた！！ 天心が選ぶ過去の対戦のKOシーンベスト３を振り返りつつ 武井壮がその猛烈な打撃をその体で受け止める！！ どんな破壊力 ...,2020-08-30T10:00:11Z
KA7gEjAU3hI,武井壮しらべ第10話　そっくりさん大集合編！,武井壮のそっくりさんを探せ！！ 武井壮に憧れる青年たちや 実際に似ている！と自負している人たちが集まって 熱く語り合ったよ！！！ 密かに人気YOUTUBER福井の ...,2020-08-08T11:30:13Z
1li54lK0dTA,武井壮 VS KOダイナマイト内山高志！！,KOダイナマイト内山高志が 百獣の王国にやって来た！！！ 世界戦１１どの防衛を誇る日本のKOアーティストが いかにして相手をノックアウトして来たのか！？ そのKO術を ...,2020-08-31T09:00:14Z
Y2FZedeLRpw,地上最強の室伏流トレーニング理論！！！,あのオリンピック金メダリスト室伏広治を育てた アジアの鉄人と呼ばれアジア大会５連覇を達成した 父・室伏重信氏のトレーニング理論 うjんどうの本質に迫る強さ、心、技、 ...,2020-08-18T03:00:13Z
zcre3yUa6cM,武井壮しらべ・第21話　ネギでパーは取れるのか！？,武井壮がネギでパーを取る！！！ 果たしてこの無謀なミッションは成功するのか！？ 奇跡が起きる！！！,2020-09-12T13:00:13Z
La0sd-Vfc_M,アニマル大戦争・猛犬編,武井壮のアニマル大戦争 今回の相手は犬！猛犬だ！！！ 果たして武井壮は怒り狂った猛犬に対して どんな攻略法を見せるのか！？ 果たして猛犬は武井壮をどう攻略 ...,2020-07-31T07:30:12Z
KSyUiYSb2Qg,地上最強の運動会開幕！！！,世界のトップアスリートを集めた 地上最強の運動会がやってきた！！！ その名もHAOOO５！！ K-1王者やアメフト、ラグビー日本代表！！陸上オリンピックメダリスト プロ ...,2020-07-27T15:32:29Z
PEdsPvlvYO0,武井壮しらべ・第17話　驚異の催眠術の世界！！,催眠術の世界がわかる！ 号泣する人、動物になる人、様々な催眠術が炸裂して スタジオは大混乱！！！ そしてついに武井壮が催眠術を！！！！ 驚きの催眠術の世界を ...,2020-09-01T10:00:11Z
Fmih9vNb7E8,武井壮しらべ・第12話　結婚式で感動の大サプライズ！！,武井壮が番組AD東くんの結婚式を盛大にプロデュースして 大サプライズを敢行！！ 人生を共にする大切な家族を増やす一大イベントに ビッグプレゼントを用意します！,2020-08-10T10:30:12Z
-lc_rc3JwtE,武井壮しらべ・第20話　宮田聡子しらべの巻,番組アシスタントの宮田聡子を深掘りする回！！ 聡ちゃんの魅力がたくさん詰まってますぜ！！ ファンになっちゃうから絶対見てや！！！,2020-09-09T12:30:11Z
2vpeQAerkMo,武井壮の作り方,武井壮の肉体を作る夜 そのある1日はこんな感じです 是非皆さんもやってみてください レッツ武井壮！！,2020-07-25T16:00:02Z
hfqQk6pQjHA,岩井俊二監督×武井壮特別対談『この空の下』第3回,映画『８日で死んだ怪獣の１２日の物語』の監督・岩井俊二さんと 武井壮が映画の話、少年期、スポーツや芸能、演技や生活など 様々なことについて対談しました 岩井俊二 ...,2020-09-29T10:00:12Z
BWEQ1jbemtA,深夜に倒しまくるライブ,武井壮が社会に鬱憤を溜めたあなたの代わりに 様々なものを倒しまくってガス抜きをする 社会派ライブ配信です どうぞご覧ください 鈴木福 寺田心 チョッパー 坂田師匠 メイ ...,2020-07-13T18:38:39Z
2fyXtcYjBLU,サッカー！フォワードの極意を元日本代表に聞いてみた！！,播戸竜二のおばんざい屋 https://www.youtube.com/channel/UCFT82jhfEYGqQZ6YaYUloMw/ ↑ここでも武井壮とのコラボ動画が上がってます！！ ぜひご覧ください！,2020-07-30T10:00:11Z
ZJGAGXHiUsk,岩井俊二監督×武井壮対談『この空の下』＃１,映画『８日で死んだ怪獣の１２日の物語』の監督・岩井俊二さんと 武井壮が映画の話、少年期、スポーツや芸能、演技や生活など 様々なことについて対談しました 岩井俊二 ...,2020-09-27T08:00:04Z
Qs6MnCVKmfc,横浜高校VS修徳高校　ガチ野球対決！！　上地雄輔と勝負じゃ！！,上地雄輔と野球で対決！ 名門校出身の二人が母校を背負って対決じゃい！！ 武井壮のボールが唸る！ 上地雄輔のバットがしなる！！！ デビュー前から仲良しな二人が ...,2020-09-29T08:30:12Z
WpJbUuioq6M,おねがい！武井壮！！　原付購入編！！,おねがい！武井壮！！への最初のお客様 みんなのたかみちがバイトに通う道のりを自転車から バイクに代えて時間を無駄にしないためにも 武井壮がバイクをプレゼント！,2020-09-18T10:00:09Z
rwKNzOEIE38,武井壮しらべ第１５話・バイオプってなんじゃ！,武井壮がバイオプで勝負！！ 果たして運気と芸能人オーラだけで バイオプで圧勝できるのか！？ みんな慎重に勝負しろ！！！,2020-08-28T15:30:11Z
7tTw4zZ4X_Q,おねがい！武井壮！！たかみち号泣編,ライブ配信した内容を詳細にした予告編です バイトを辞めたい３６歳の芸人・みんなのたかみちが 百獣の王国にお願いを陳情しにやってきてまさかの号泣！？ 芸人の生き様 ...,2020-09-12T14:00:10Z
lyxP7ew6GmQ,驚愕の『犬漫才』誕生！！！,芸人シューマッハが登場して 笑っていいとも!で誕生した犬芸を使った 犬漫才を生み出す！！！ ２０１２年にデビューして 同時期にいいともに出演していた芸人と旧交を温め ...,2020-08-16T10:30:13Z
VmcP2FboCdo,世界に認められたテーブルクロス引きの達人ウエスP登場！！,あの人気オーディション番組 Britain's Got Talentなどに出場し スタンディングオベーションを浴びた テーブルクロス引きの達人ウエスPがその技を惜しげもなく披露！！ 数百 ...,2020-08-05T10:30:14Z
3UHMffKlx7k,おねがい武井壮！　たかみちまさかの号泣！！,みんなのおねがいを叶えるコーナー おねがい！武井壮！！ みなさんからたくさんのメール届いてます！！ 今回は芸人のみんなのたかみちがやってきた 何やらおねがいが ...,2020-09-09T07:12:19Z
fHzeoh_OZHI,武井壮しらべ第14話・武井壮女装にハマる！？編,武井壮が女装にハマる男性たちをガチンコ取材 そしてまさかの女装体験で武井壮が！！！ まだ知らない世界を体験！ 新しい自分を見つけよう！！！,2020-08-18T13:30:10Z
