videoId,title,description,publishedAt
ulBcKCWNC2s,【ひろゆき】春眠、暁を覚えまくりの巻。3 MONTSを呑みながら。2021/03/05 V05,やぁやぁ、概要欄だよ。 働いてない人や子供部屋にいる人向けのビール飲んで雑談してるしょうもないやつだよ。,2021-03-04T23:06:59Z
wR1HliKV09s,また落ちたね。,,2021-02-16T13:25:53Z
TKKCCHBCpfE,【ひろゆき】転職出来るゲームは面白い説。La Gatine IPAを呑みながら。2021/01/26 M06,ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。。。,2021-01-25T23:17:24Z
qW7EN1F5SW8,【ひろゆき】サルは同じ身の丈どうしで遊ぶ2。WALBERGEMを呑みながら。2021/02/21 D22,やぁやぁ、概要欄だよ。 働いてない人や子供部屋にいる人向けのビール飲んで雑談してるしょうもないやつだよ。,2021-02-21T16:27:58Z
Lem3I20UPkM,【ひろゆき】分ければ罪は無くなる。STOUT DE VÉZELAYを呑みながら。2021/03/15 L21,やぁやぁ、概要欄だよ。 働いてない人や子供部屋にいる人向けのビール飲んで雑談してるしょうもないやつだよ。,2021-03-15T15:47:26Z
ZNOBfHLninw,【ひろゆき】人生ハードモードを故意に選ぶ人達。Bière du Corbeau を呑みながら。2021/03/18 J20,やぁやぁ、概要欄だよ。 働いてない人や子供部屋にいる人向けのビール飲んで雑談してるしょうもないやつだよ。,2021-03-18T14:39:58Z
_DbpvAwKIpM,【ひろゆき】虫を操作する時代。DUVEL TRIPEL HOP CITRAを呑みながら。2021/03/23 M06,やぁやぁ、概要欄だよ。 働いてない人や子供部屋にいる人向けのビール飲んで雑談してるしょうもないやつだよ。,2021-03-22T23:08:00Z
uT4rqLq1kqk,【ひろゆき】政府「庶民は生きぬように」。NAPO la Mythicを呑みながら。2021/03/21 D05,やぁやぁ、概要欄だよ。 働いてない人や子供部屋にいる人向けのビール飲んで雑談してるしょうもないやつだよ。,2021-03-20T23:14:59Z
PR04eAqKe_U,【ひろゆき】果報が寝てても来るのは昭和まで。La bière&quot;Nos brasseurs ont du talent&quot;を呑みながら。2021/02/07 D01,ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。。。,2021-02-06T19:17:56Z
wGiNj5hmaTE,【ひろゆき】サルは同じ身の丈どうしで遊ぶ。Trappistes Rochefort を呑みながら。2021/02/15 L01,やぁやぁ、概要欄だよ。 働いてない人や子供部屋にいる人向けのビール飲んで雑談してるしょうもないやつだよ。,2021-02-14T18:22:29Z
ZviQrypisZc,【ひろゆき】アヒルの鳴き声。Kwak bière belge を呑みながら。2021/03/29 L01,やぁやぁ、概要欄だよ。 働いてない人や子供部屋にいる人向けのビール飲んで雑談してるしょうもないやつだよ。,2021-03-28T18:18:32Z
alevhkH-DR0,【ひろゆき】土を食えば不安が減るのは常識。Boheme Blondeを呑みながら。2021/01/24 D00,ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。。。,2021-01-23T18:03:02Z
YYBK6owBd6s,【ひろゆき】また、名前変えるの忘れてたの巻。Alésiaを呑みながら。2021/01/31 L00,ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。。。,2021-01-31T18:21:44Z
6Jz1sZXcJZ0,【ひろゆき】両目で瓶を覗き込むことはできない。NAPO la Mythicを呑みながら。2021/03/20 S00,やぁやぁ、概要欄だよ。 働いてない人や子供部屋にいる人向けのビール飲んで雑談してるしょうもないやつだよ。,2021-03-19T17:28:22Z
u2HrXENLICw,【ひろゆき】親友は厳しい事を言う。。EKU 28を呑みながら。2021/02/13 S01,やぁやぁ、概要欄だよ。 働いてない人や子供部屋にいる人向けのビール飲んで雑談してるしょうもないやつだよ。 電子レンジは2.4Ghz帯で、wifiとスマホで使ってる帯域でした ...,2021-02-12T18:23:57Z
gdMTAcs5Dq4,【ひろゆき】鴨は逆転を信じ騙される。Bière du Corbeau を呑みながら。2021/03/17 M00,やぁやぁ、概要欄だよ。 働いてない人や子供部屋にいる人向けのビール飲んで雑談してるしょうもないやつだよ。,2021-03-16T18:39:09Z
fvsurGt3Sx4,【ひろゆき】タイトルわすれ。STOUT DE VÉZELAYを呑みながら。2021/03/13 S00,やぁやぁ、概要欄だよ。 働いてない人や子供部屋にいる人向けのビール飲んで雑談してるしょうもないやつだよ。,2021-03-12T18:54:53Z
SdR4YTR6kbs,【ひろゆき】いつ引退するか決めないの？ Monoprix Blondeを呑みながら。2021/01/04 L06,ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。。。,2021-01-03T23:08:47Z
dEsZuQekSgw,【ひろゆき】他人を変えるなら、まずは自分から。Napo blonde を呑みながら。2021/03/06 S23,やぁやぁ、概要欄だよ。 働いてない人や子供部屋にいる人向けのビール飲んで雑談してるしょうもないやつだよ。,2021-03-06T17:21:39Z
sHqIKMSXuPY,【ひろゆき】種を植える人が理解出来ない人々。La Gâtine Bruneを呑みながら。2021/03/11 J01,やぁやぁ、概要欄だよ。 働いてない人や子供部屋にいる人向けのビール飲んで雑談してるしょうもないやつだよ。,2021-03-10T19:07:18Z
UjABjDFm2zo,【ひろゆき】家を買うと隣人と街も買うことに。DESPERADOS MOJITOを呑みながら。2021/01/12 M05,ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。。。,2021-01-11T23:09:35Z
lK8njXp0Onc,【ひろゆき】上手な撤退は評価されない。Lindemans Kriekを呑みながら。2021/02/09 M02,ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。。。,2021-02-08T19:55:16Z
ROLp03PY500,【ひろゆき】人は喜んで自己の望むものを信じる。Monoprix Whiteを呑みながら。2021/01/21 J21,ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。。。,2021-01-21T14:35:48Z
WWsRonBUz7k,【ひろゆき】噛み付く犬は　歯を見せない。La bière&quot;Nos brasseurs ont du talent&quot;を呑みながら。2021/01/26 M21,ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。。。,2021-01-26T15:48:24Z
jwo6sn0EVmA,ノートルダム寺院を目指すよ。,,2021-02-16T13:13:32Z
Ln_6UHmfgsg,【ひろゆき】善意で後ろから殴る味方。DUVELを呑みながら。2021/03/26 V23,やぁやぁ、概要欄だよ。 働いてない人や子供部屋にいる人向けのビール飲んで雑談してるしょうもないやつだよ。,2021-03-26T17:56:06Z
OZCm5cjCtkA,【ひろゆき】金の無く亡くなるのを肯定する人達。bières de gardeを呑みながら。2021/01/02 S06,ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。。。,2021-01-01T23:06:27Z
exnFXUMMLLI,【ひろゆき】民主主義と自由主義はオワコンかも。La bière&quot;Nos brasseurs ont du talent&quot;を呑みながら。2021/01/28 J06,ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。。。,2021-01-27T23:03:12Z
1SqcRBprFPY,【ひろゆき】通じないことを諦めない。curtiusを呑みながら。2021/01/15 V23,ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。。。,2021-01-15T18:36:04Z
tvQ8qhbvXZk,【ひろゆき】マイクのテストをするよ。Biere de gardeを呑みながら。2021/01/18 L20,07:51 までマイクテストしてます。 ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。。。,2021-01-18T13:20:49Z
wroMUTXs1bo,【ひろゆき】努力する良い子が陰謀論に嵌る。Desperados REDを呑みながら。2021/01/18 L02,ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。。。,2021-01-17T19:53:45Z
sl_XSWpcX-Y,【ひろゆき】「トランプ、弾劾投票されてるってよ。」DESPERADOS MOJITOを呑みながら。2021/01/14 J05,ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。。。,2021-01-13T23:10:05Z
Ytu6GgbeLVo,あれれ？,,2021-02-16T13:32:51Z
